Date,Height,Data,QC
2458880.833333333000000,,0.027000000700354576,N
2458880.791666666500000,,0.027000000700354576,N
2458880.750000000000000,,0.02800000086426735,N
2458880.708333333000000,,0.029999999329447746,N
2458880.666666666500000,,0.032999999821186066,N
2458880.625000000000000,,0.03400000184774399,N
2458880.583333333000000,,0.03400000184774399,N
2458880.541666666500000,,0.035999998450279236,N
2458880.500000000000000,,0.035999998450279236,N
2458880.458333333000000,,0.035999998450279236,N
2458880.416666666500000,,0.035999998450279236,N
2458880.375000000000000,,0.03700000047683716,N
2458880.333333333000000,,0.03799999877810478,N
2458880.291666666500000,,0.039000000804662704,N
2458880.250000000000000,,0.041999999433755875,N
2458880.208333333000000,,0.041999999433755875,N
2458880.166666666500000,,0.041999999433755875,N
2458880.125000000000000,,0.041999999433755875,N
2458880.083333333000000,,0.03999999910593033,N
2458880.041666666500000,,0.039000000804662704,N
2458880.000000000000000,,0.039000000804662704,N
2458879.958333333000000,,0.03999999910593033,N
2458879.916666666500000,,0.0430000014603138,N
2458879.875000000000000,,0.0430000014603138,N
2458881.833333333000000,,0.035999998450279236,N
2458881.791666666500000,,0.029999999329447746,N
2458881.750000000000000,,0.02199999988079071,N
2458881.708333333000000,,0.020999999716877937,N
2458881.666666666500000,,0.024000000208616257,N
2458881.625000000000000,,0.028999999165534973,N
2458881.583333333000000,,0.028999999165534973,N
2458881.541666666500000,,0.028999999165534973,N
2458881.500000000000000,,0.02800000086426735,N
2458881.458333333000000,,0.026000000536441803,N
2458881.416666666500000,,0.02500000037252903,N
2458881.375000000000000,,0.026000000536441803,N
2458881.333333333000000,,0.02800000086426735,N
2458881.291666666500000,,0.028999999165534973,N
2458881.250000000000000,,0.029999999329447746,N
2458881.208333333000000,,0.03099999949336052,N
2458881.166666666500000,,0.03200000151991844,N
2458881.125000000000000,,0.03200000151991844,N
2458881.083333333000000,,0.032999999821186066,N
2458881.041666666500000,,0.03400000184774399,N
2458881.000000000000000,,0.03400000184774399,N
2458880.958333333000000,,0.03400000184774399,N
2458880.916666666500000,,0.03400000184774399,N
2458880.875000000000000,,0.03200000151991844,N
2458882.833333333000000,,0.02800000086426735,N
2458882.791666666500000,,0.027000000700354576,N
2458882.750000000000000,,0.02500000037252903,N
2458882.708333333000000,,0.020999999716877937,N
2458882.666666666500000,,0.01899999938905239,N
2458882.625000000000000,,0.023000000044703484,N
2458882.583333333000000,,0.029999999329447746,N
2458882.541666666500000,,0.03099999949336052,N
2458882.500000000000000,,0.028999999165534973,N
2458882.458333333000000,,0.028999999165534973,N
2458882.416666666500000,,0.02800000086426735,N
2458882.375000000000000,,0.027000000700354576,N
2458882.333333333000000,,0.02800000086426735,N
2458882.291666666500000,,0.02800000086426735,N
2458882.250000000000000,,0.027000000700354576,N
2458882.208333333000000,,0.027000000700354576,N
2458882.166666666500000,,0.027000000700354576,N
2458882.125000000000000,,0.02800000086426735,N
2458882.083333333000000,,0.02800000086426735,N
2458882.041666666500000,,0.028999999165534973,N
2458882.000000000000000,,0.03099999949336052,N
2458881.958333333000000,,0.032999999821186066,N
2458881.916666666500000,,0.035999998450279236,N
2458881.875000000000000,,0.035999998450279236,N
2458883.833333333000000,,0.04100000113248825,N
2458883.791666666500000,,0.041999999433755875,N
2458883.750000000000000,,0.041999999433755875,N
2458883.708333333000000,,0.03799999877810478,N
2458883.666666666500000,,0.02800000086426735,N
2458883.625000000000000,,0.027000000700354576,N
2458883.583333333000000,,0.03400000184774399,N
2458883.541666666500000,,0.03700000047683716,N
2458883.500000000000000,,0.035999998450279236,N
2458883.458333333000000,,0.03500000014901161,N
2458883.416666666500000,,0.032999999821186066,N
2458883.375000000000000,,0.032999999821186066,N
2458883.333333333000000,,0.032999999821186066,N
2458883.291666666500000,,0.032999999821186066,N
2458883.250000000000000,,0.03200000151991844,N
2458883.208333333000000,,0.03099999949336052,N
2458883.166666666500000,,0.029999999329447746,N
2458883.125000000000000,,0.029999999329447746,N
2458883.083333333000000,,0.028999999165534973,N
2458883.041666666500000,,0.028999999165534973,N
2458883.000000000000000,,0.029999999329447746,N
2458882.958333333000000,,0.03099999949336052,N
2458882.916666666500000,,0.029999999329447746,N
2458882.875000000000000,,0.029999999329447746,N
2458884.833333333000000,,0.04500000178813934,N
2458884.791666666500000,,0.04399999976158142,N
2458884.750000000000000,,0.041999999433755875,N
2458884.708333333000000,,0.03500000014901161,N
2458884.666666666500000,,0.026000000536441803,N
2458884.625000000000000,,0.02500000037252903,N
2458884.583333333000000,,0.02800000086426735,N
2458884.541666666500000,,0.029999999329447746,N
2458884.500000000000000,,0.029999999329447746,N
2458884.458333333000000,,0.03099999949336052,N
2458884.416666666500000,,0.03200000151991844,N
2458884.375000000000000,,0.03400000184774399,N
2458884.333333333000000,,0.035999998450279236,N
2458884.291666666500000,,0.039000000804662704,N
2458884.250000000000000,,0.04100000113248825,N
2458884.208333333000000,,0.041999999433755875,N
2458884.166666666500000,,0.04100000113248825,N
2458884.125000000000000,,0.04100000113248825,N
2458884.083333333000000,,0.03999999910593033,N
2458884.041666666500000,,0.03700000047683716,N
2458884.000000000000000,,0.03700000047683716,N
2458883.958333333000000,,0.03799999877810478,N
2458883.916666666500000,,0.03999999910593033,N
2458883.875000000000000,,0.04100000113248825,N
2458885.833333333000000,,0.03999999910593033,N
2458885.791666666500000,,0.04100000113248825,N
2458885.750000000000000,,0.04100000113248825,N
2458885.708333333000000,,0.03799999877810478,N
2458885.666666666500000,,0.03099999949336052,N
2458885.625000000000000,,0.029999999329447746,N
2458885.583333333000000,,0.03400000184774399,N
2458885.541666666500000,,0.03700000047683716,N
2458885.500000000000000,,0.039000000804662704,N
2458885.458333333000000,,0.03999999910593033,N
2458885.416666666500000,,0.039000000804662704,N
2458885.375000000000000,,0.03799999877810478,N
2458885.333333333000000,,0.03799999877810478,N
2458885.291666666500000,,0.03799999877810478,N
2458885.250000000000000,,0.035999998450279236,N
2458885.208333333000000,,0.03500000014901161,N
2458885.166666666500000,,0.03500000014901161,N
2458885.125000000000000,,0.03500000014901161,N
2458885.083333333000000,,0.03500000014901161,N
2458885.041666666500000,,0.03500000014901161,N
2458885.000000000000000,,0.03400000184774399,N
2458884.958333333000000,,0.035999998450279236,N
2458884.916666666500000,,0.039000000804662704,N
2458884.875000000000000,,0.0430000014603138,N
2458886.833333333000000,,0.035999998450279236,N
2458886.791666666500000,,0.035999998450279236,N
2458886.750000000000000,,0.035999998450279236,N
2458886.708333333000000,,0.03700000047683716,N
2458886.666666666500000,,0.032999999821186066,N
2458886.625000000000000,,0.03200000151991844,N
2458886.583333333000000,,0.03700000047683716,N
2458886.541666666500000,,0.039000000804662704,N
2458886.500000000000000,,0.04100000113248825,N
2458886.458333333000000,,0.041999999433755875,N
2458886.416666666500000,,0.03799999877810478,N
2458886.375000000000000,,0.03700000047683716,N
2458886.333333333000000,,0.03700000047683716,N
2458886.291666666500000,,0.03700000047683716,N
2458886.250000000000000,,0.03700000047683716,N
2458886.208333333000000,,0.035999998450279236,N
2458886.166666666500000,,0.03500000014901161,N
2458886.125000000000000,,0.03500000014901161,N
2458886.083333333000000,,0.03500000014901161,N
2458886.041666666500000,,0.035999998450279236,N
2458886.000000000000000,,0.035999998450279236,N
2458885.958333333000000,,0.03700000047683716,N
2458885.916666666500000,,0.03799999877810478,N
2458885.875000000000000,,0.039000000804662704,N
2458887.833333333000000,,0.04100000113248825,N
2458887.791666666500000,,0.04100000113248825,N
2458887.750000000000000,,0.03999999910593033,N
2458887.708333333000000,,0.03799999877810478,N
2458887.666666666500000,,0.03200000151991844,N
2458887.625000000000000,,0.03099999949336052,N
2458887.583333333000000,,0.03200000151991844,N
2458887.541666666500000,,0.03200000151991844,N
2458887.500000000000000,,0.03200000151991844,N
2458887.458333333000000,,0.03099999949336052,N
2458887.416666666500000,,0.029999999329447746,N
2458887.375000000000000,,0.03099999949336052,N
2458887.333333333000000,,0.03099999949336052,N
2458887.291666666500000,,0.03200000151991844,N
2458887.250000000000000,,0.03200000151991844,N
2458887.208333333000000,,0.03200000151991844,N
2458887.166666666500000,,0.03099999949336052,N
2458887.125000000000000,,0.03200000151991844,N
2458887.083333333000000,,0.03400000184774399,N
2458887.041666666500000,,0.03500000014901161,N
2458887.000000000000000,,0.03500000014901161,N
2458886.958333333000000,,0.03500000014901161,N
2458886.916666666500000,,0.03700000047683716,N
2458886.875000000000000,,0.03700000047683716,N
2458888.833333333000000,,0.04100000113248825,N
2458888.791666666500000,,0.039000000804662704,N
2458888.750000000000000,,0.03400000184774399,N
2458888.708333333000000,,0.029999999329447746,N
2458888.666666666500000,,0.03099999949336052,N
2458888.625000000000000,,0.03200000151991844,N
2458888.583333333000000,,0.03200000151991844,N
2458888.541666666500000,,0.03200000151991844,N
2458888.500000000000000,,0.03099999949336052,N
2458888.458333333000000,,0.029999999329447746,N
2458888.416666666500000,,0.03099999949336052,N
2458888.375000000000000,,0.03099999949336052,N
2458888.333333333000000,,0.032999999821186066,N
2458888.291666666500000,,0.03400000184774399,N
2458888.250000000000000,,0.03400000184774399,N
2458888.208333333000000,,0.03400000184774399,N
2458888.166666666500000,,0.03400000184774399,N
2458888.125000000000000,,0.032999999821186066,N
2458888.083333333000000,,0.032999999821186066,N
2458888.041666666500000,,0.032999999821186066,N
2458888.000000000000000,,0.03400000184774399,N
2458887.958333333000000,,0.03500000014901161,N
2458887.916666666500000,,0.03799999877810478,N
2458887.875000000000000,,0.03999999910593033,N
2458889.833333333000000,,0.03200000151991844,N
2458889.791666666500000,,0.03099999949336052,N
2458889.750000000000000,,0.03099999949336052,N
2458889.708333333000000,,0.03099999949336052,N
2458889.666666666500000,,0.029999999329447746,N
2458889.625000000000000,,0.03200000151991844,N
2458889.583333333000000,,0.03500000014901161,N
2458889.541666666500000,,0.03700000047683716,N
2458889.500000000000000,,0.039000000804662704,N
2458889.458333333000000,,0.03799999877810478,N
2458889.416666666500000,,0.03700000047683716,N
2458889.375000000000000,,0.035999998450279236,N
2458889.333333333000000,,0.03500000014901161,N
2458889.291666666500000,,0.03500000014901161,N
2458889.250000000000000,,0.03500000014901161,N
2458889.208333333000000,,0.03400000184774399,N
2458889.166666666500000,,0.032999999821186066,N
2458889.125000000000000,,0.032999999821186066,N
2458889.083333333000000,,0.032999999821186066,N
2458889.041666666500000,,0.032999999821186066,N
2458889.000000000000000,,0.03500000014901161,N
2458888.958333333000000,,0.03700000047683716,N
2458888.916666666500000,,0.04100000113248825,N
2458888.875000000000000,,0.04100000113248825,N
2458890.833333333000000,,0.023000000044703484,N
2458890.791666666500000,,0.017999999225139618,N
2458890.750000000000000,,0.01600000075995922,N
2458890.708333333000000,,0.01600000075995922,N
2458890.666666666500000,,0.01899999938905239,N
2458890.625000000000000,,0.020999999716877937,N
2458890.583333333000000,,0.02199999988079071,N
2458890.541666666500000,,0.02199999988079071,N
2458890.500000000000000,,0.02199999988079071,N
2458890.458333333000000,,0.02199999988079071,N
2458890.416666666500000,,0.023000000044703484,N
2458890.375000000000000,,0.024000000208616257,N
2458890.333333333000000,,0.02500000037252903,N
2458890.291666666500000,,0.026000000536441803,N
2458890.250000000000000,,0.027000000700354576,N
2458890.208333333000000,,0.028999999165534973,N
2458890.166666666500000,,0.028999999165534973,N
2458890.125000000000000,,0.028999999165534973,N
2458890.083333333000000,,0.028999999165534973,N
2458890.041666666500000,,0.028999999165534973,N
2458890.000000000000000,,0.029999999329447746,N
2458889.958333333000000,,0.03099999949336052,N
2458889.916666666500000,,0.032999999821186066,N
2458889.875000000000000,,0.03200000151991844,N
2458891.833333333000000,,0.01899999938905239,N
2458891.791666666500000,,0.017999999225139618,N
2458891.750000000000000,,0.017000000923871994,N
2458891.708333333000000,,0.014999999664723873,N
2458891.666666666500000,,0.014000000432133675,N
2458891.625000000000000,,0.017000000923871994,N
2458891.583333333000000,,0.020999999716877937,N
2458891.541666666500000,,0.023000000044703484,N
2458891.500000000000000,,0.023000000044703484,N
2458891.458333333000000,,0.024000000208616257,N
2458891.416666666500000,,0.024000000208616257,N
2458891.375000000000000,,0.024000000208616257,N
2458891.333333333000000,,0.024000000208616257,N
2458891.291666666500000,,0.024000000208616257,N
2458891.250000000000000,,0.024000000208616257,N
2458891.208333333000000,,0.024000000208616257,N
2458891.166666666500000,,0.024000000208616257,N
2458891.125000000000000,,0.02500000037252903,N
2458891.083333333000000,,0.02500000037252903,N
2458891.041666666500000,,0.026000000536441803,N
2458891.000000000000000,,0.026000000536441803,N
2458890.958333333000000,,0.027000000700354576,N
2458890.916666666500000,,0.027000000700354576,N
2458890.875000000000000,,0.02500000037252903,N
2458892.833333333000000,,0.020999999716877937,N
2458892.791666666500000,,0.019999999552965164,N
2458892.750000000000000,,0.017000000923871994,N
2458892.708333333000000,,0.014000000432133675,N
2458892.666666666500000,,0.013000000268220901,N
2458892.625000000000000,,0.01600000075995922,N
2458892.583333333000000,,0.01899999938905239,N
2458892.541666666500000,,0.01899999938905239,N
2458892.500000000000000,,0.017999999225139618,N
2458892.458333333000000,,0.017999999225139618,N
2458892.416666666500000,,0.017999999225139618,N
2458892.375000000000000,,0.01899999938905239,N
2458892.333333333000000,,0.019999999552965164,N
2458892.291666666500000,,0.019999999552965164,N
2458892.250000000000000,,0.019999999552965164,N
2458892.208333333000000,,0.019999999552965164,N
2458892.166666666500000,,0.019999999552965164,N
2458892.125000000000000,,0.019999999552965164,N
2458892.083333333000000,,0.019999999552965164,N
2458892.041666666500000,,0.019999999552965164,N
2458892.000000000000000,,0.019999999552965164,N
2458891.958333333000000,,0.019999999552965164,N
2458891.916666666500000,,0.019999999552965164,N
2458891.875000000000000,,0.019999999552965164,N
2458893.833333333000000,,0.019999999552965164,N
2458893.791666666500000,,0.01899999938905239,N
2458893.750000000000000,,0.017999999225139618,N
2458893.708333333000000,,0.014999999664723873,N
2458893.666666666500000,,0.014000000432133675,N
2458893.625000000000000,,0.01600000075995922,N
2458893.583333333000000,,0.01899999938905239,N
2458893.541666666500000,,0.01899999938905239,N
2458893.500000000000000,,0.01899999938905239,N
2458893.458333333000000,,0.01899999938905239,N
2458893.416666666500000,,0.01899999938905239,N
2458893.375000000000000,,0.019999999552965164,N
2458893.333333333000000,,0.019999999552965164,N
2458893.291666666500000,,0.020999999716877937,N
2458893.250000000000000,,0.019999999552965164,N
2458893.208333333000000,,0.019999999552965164,N
2458893.166666666500000,,0.019999999552965164,N
2458893.125000000000000,,0.019999999552965164,N
2458893.083333333000000,,0.020999999716877937,N
2458893.041666666500000,,0.02199999988079071,N
2458893.000000000000000,,0.02199999988079071,N
2458892.958333333000000,,0.023000000044703484,N
2458892.916666666500000,,0.023000000044703484,N
2458892.875000000000000,,0.023000000044703484,N
2458894.833333333000000,,0.01899999938905239,N
2458894.791666666500000,,0.017999999225139618,N
2458894.750000000000000,,0.014999999664723873,N
2458894.708333333000000,,0.012000000104308128,N
2458894.666666666500000,,0.010999999940395355,N
2458894.625000000000000,,0.013000000268220901,N
2458894.583333333000000,,0.014999999664723873,N
2458894.541666666500000,,0.017000000923871994,N
2458894.500000000000000,,0.017999999225139618,N
2458894.458333333000000,,0.017999999225139618,N
2458894.416666666500000,,0.017999999225139618,N
2458894.375000000000000,,0.01899999938905239,N
2458894.333333333000000,,0.01899999938905239,N
2458894.291666666500000,,0.017999999225139618,N
2458894.250000000000000,,0.017999999225139618,N
2458894.208333333000000,,0.017000000923871994,N
2458894.166666666500000,,0.01600000075995922,N
2458894.125000000000000,,0.014999999664723873,N
2458894.083333333000000,,0.013000000268220901,N
2458894.041666666500000,,0.013000000268220901,N
2458894.000000000000000,,0.014000000432133675,N
2458893.958333333000000,,0.01600000075995922,N
2458893.916666666500000,,0.017999999225139618,N
2458893.875000000000000,,0.01899999938905239,N
2458895.833333333000000,,0.027000000700354576,N
2458895.791666666500000,,0.026000000536441803,N
2458895.750000000000000,,0.026000000536441803,N
2458895.708333333000000,,0.02500000037252903,N
2458895.666666666500000,,0.024000000208616257,N
2458895.625000000000000,,0.024000000208616257,N
2458895.583333333000000,,0.02500000037252903,N
2458895.541666666500000,,0.026000000536441803,N
2458895.500000000000000,,0.027000000700354576,N
2458895.458333333000000,,0.02800000086426735,N
2458895.416666666500000,,0.02800000086426735,N
2458895.375000000000000,,0.028999999165534973,N
2458895.333333333000000,,0.028999999165534973,N
2458895.291666666500000,,0.02800000086426735,N
2458895.250000000000000,,0.026000000536441803,N
2458895.208333333000000,,0.024000000208616257,N
2458895.166666666500000,,0.023000000044703484,N
2458895.125000000000000,,0.02199999988079071,N
2458895.083333333000000,,0.019999999552965164,N
2458895.041666666500000,,0.019999999552965164,N
2458895.000000000000000,,0.019999999552965164,N
2458894.958333333000000,,0.019999999552965164,N
2458894.916666666500000,,0.019999999552965164,N
2458894.875000000000000,,0.019999999552965164,N
2458896.833333333000000,,0.026000000536441803,N
2458896.791666666500000,,0.02500000037252903,N
2458896.750000000000000,,0.020999999716877937,N
2458896.708333333000000,,0.017999999225139618,N
2458896.666666666500000,,0.017999999225139618,N
2458896.625000000000000,,0.020999999716877937,N
2458896.583333333000000,,0.024000000208616257,N
2458896.541666666500000,,0.026000000536441803,N
2458896.500000000000000,,0.027000000700354576,N
2458896.458333333000000,,0.02800000086426735,N
2458896.416666666500000,,0.027000000700354576,N
2458896.375000000000000,,0.027000000700354576,N
2458896.333333333000000,,0.026000000536441803,N
2458896.291666666500000,,0.02500000037252903,N
2458896.250000000000000,,0.024000000208616257,N
2458896.208333333000000,,0.024000000208616257,N
2458896.166666666500000,,0.024000000208616257,N
2458896.125000000000000,,0.024000000208616257,N
2458896.083333333000000,,0.024000000208616257,N
2458896.041666666500000,,0.024000000208616257,N
2458896.000000000000000,,0.024000000208616257,N
2458895.958333333000000,,0.02500000037252903,N
2458895.916666666500000,,0.026000000536441803,N
2458895.875000000000000,,0.027000000700354576,N
2458897.833333333000000,,0.020999999716877937,N
2458897.791666666500000,,0.01899999938905239,N
2458897.750000000000000,,0.017999999225139618,N
2458897.708333333000000,,0.017000000923871994,N
2458897.666666666500000,,0.017999999225139618,N
2458897.625000000000000,,0.019999999552965164,N
2458897.583333333000000,,0.02199999988079071,N
2458897.541666666500000,,0.023000000044703484,N
2458897.500000000000000,,0.023000000044703484,N
2458897.458333333000000,,0.023000000044703484,N
2458897.416666666500000,,0.023000000044703484,N
2458897.375000000000000,,0.024000000208616257,N
2458897.333333333000000,,0.02500000037252903,N
2458897.291666666500000,,0.026000000536441803,N
2458897.250000000000000,,0.027000000700354576,N
2458897.208333333000000,,0.028999999165534973,N
2458897.166666666500000,,0.03099999949336052,N
2458897.125000000000000,,0.03400000184774399,N
2458897.083333333000000,,0.039000000804662704,N
2458897.041666666500000,,0.04600000008940697,N
2458897.000000000000000,,0.0560000017285347,N
2458896.958333333000000,,0.04899999871850014,N
2458896.916666666500000,,0.027000000700354576,N
2458896.875000000000000,,0.027000000700354576,N
2458898.833333333000000,,0.019999999552965164,N
2458898.791666666500000,,0.01899999938905239,N
2458898.750000000000000,,0.017000000923871994,N
2458898.708333333000000,,0.014999999664723873,N
2458898.666666666500000,,0.01600000075995922,N
2458898.625000000000000,,0.01899999938905239,N
2458898.583333333000000,,0.019999999552965164,N
2458898.541666666500000,,0.02199999988079071,N
2458898.500000000000000,,0.023000000044703484,N
2458898.458333333000000,,0.023000000044703484,N
2458898.416666666500000,,0.023000000044703484,N
2458898.375000000000000,,0.023000000044703484,N
2458898.333333333000000,,0.024000000208616257,N
2458898.291666666500000,,0.024000000208616257,N
2458898.250000000000000,,0.024000000208616257,N
2458898.208333333000000,,0.024000000208616257,N
2458898.166666666500000,,0.024000000208616257,N
2458898.125000000000000,,0.023000000044703484,N
2458898.083333333000000,,0.023000000044703484,N
2458898.041666666500000,,0.024000000208616257,N
2458898.000000000000000,,0.024000000208616257,N
2458897.958333333000000,,0.024000000208616257,N
2458897.916666666500000,,0.024000000208616257,N
2458897.875000000000000,,0.023000000044703484,N
2458899.833333333000000,,0.01899999938905239,N
2458899.791666666500000,,0.017000000923871994,N
2458899.750000000000000,,0.014999999664723873,N
2458899.708333333000000,,0.014000000432133675,N
2458899.666666666500000,,0.014000000432133675,N
2458899.625000000000000,,0.01600000075995922,N
2458899.583333333000000,,0.017999999225139618,N
2458899.541666666500000,,0.017999999225139618,N
2458899.500000000000000,,0.017999999225139618,N
2458899.458333333000000,,0.01899999938905239,N
2458899.416666666500000,,0.01899999938905239,N
2458899.375000000000000,,0.019999999552965164,N
2458899.333333333000000,,0.019999999552965164,N
2458899.291666666500000,,0.019999999552965164,N
2458899.250000000000000,,0.020999999716877937,N
2458899.208333333000000,,0.020999999716877937,N
2458899.166666666500000,,0.020999999716877937,N
2458899.125000000000000,,0.020999999716877937,N
2458899.083333333000000,,0.020999999716877937,N
2458899.041666666500000,,0.020999999716877937,N
2458899.000000000000000,,0.020999999716877937,N
2458898.958333333000000,,0.02199999988079071,N
2458898.916666666500000,,0.02199999988079071,N
2458898.875000000000000,,0.02199999988079071,N
2458900.833333333000000,,0.019999999552965164,N
2458900.791666666500000,,0.01899999938905239,N
2458900.750000000000000,,0.017999999225139618,N
2458900.708333333000000,,0.01600000075995922,N
2458900.666666666500000,,0.014999999664723873,N
2458900.625000000000000,,0.01600000075995922,N
2458900.583333333000000,,0.017000000923871994,N
2458900.541666666500000,,0.017999999225139618,N
2458900.500000000000000,,0.01899999938905239,N
2458900.458333333000000,,0.020999999716877937,N
2458900.416666666500000,,0.019999999552965164,N
2458900.375000000000000,,0.019999999552965164,N
2458900.333333333000000,,0.019999999552965164,N
2458900.291666666500000,,0.019999999552965164,N
2458900.250000000000000,,0.01899999938905239,N
2458900.208333333000000,,0.01899999938905239,N
2458900.166666666500000,,0.01899999938905239,N
2458900.125000000000000,,0.019999999552965164,N
2458900.083333333000000,,0.019999999552965164,N
2458900.041666666500000,,0.019999999552965164,N
2458900.000000000000000,,0.020999999716877937,N
2458899.958333333000000,,0.020999999716877937,N
2458899.916666666500000,,0.019999999552965164,N
2458899.875000000000000,,0.019999999552965164,N
2458901.833333333000000,,0.04100000113248825,N
2458901.791666666500000,,0.04399999976158142,N
2458901.750000000000000,,0.04399999976158142,N
2458901.708333333000000,,0.0430000014603138,N
2458901.666666666500000,,0.041999999433755875,N
2458901.625000000000000,,0.04100000113248825,N
2458901.583333333000000,,0.039000000804662704,N
2458901.541666666500000,,0.039000000804662704,N
2458901.500000000000000,,0.039000000804662704,N
2458901.458333333000000,,0.03700000047683716,N
2458901.416666666500000,,0.03700000047683716,N
2458901.375000000000000,,0.03700000047683716,N
2458901.333333333000000,,0.035999998450279236,N
2458901.291666666500000,,0.03500000014901161,N
2458901.250000000000000,,0.03500000014901161,N
2458901.208333333000000,,0.03400000184774399,N
2458901.166666666500000,,0.03200000151991844,N
2458901.125000000000000,,0.029999999329447746,N
2458901.083333333000000,,0.026000000536441803,N
2458901.041666666500000,,0.023000000044703484,N
2458901.000000000000000,,0.02199999988079071,N
2458900.958333333000000,,0.020999999716877937,N
2458900.916666666500000,,0.020999999716877937,N
2458900.875000000000000,,0.019999999552965164,N
2458902.833333333000000,,0.03999999910593033,N
2458902.791666666500000,,0.035999998450279236,N
2458902.750000000000000,,0.03099999949336052,N
2458902.708333333000000,,0.03200000151991844,N
2458902.666666666500000,,0.03500000014901161,N
2458902.625000000000000,,0.03999999910593033,N
2458902.583333333000000,,0.039000000804662704,N
2458902.541666666500000,,0.039000000804662704,N
2458902.500000000000000,,0.0430000014603138,N
2458902.458333333000000,,0.04500000178813934,N
2458902.416666666500000,,0.04100000113248825,N
2458902.375000000000000,,0.03799999877810478,N
2458902.333333333000000,,0.03700000047683716,N
2458902.291666666500000,,0.03700000047683716,N
2458902.250000000000000,,0.039000000804662704,N
2458902.208333333000000,,0.04100000113248825,N
2458902.166666666500000,,0.04399999976158142,N
2458902.125000000000000,,0.04500000178813934,N
2458902.083333333000000,,0.04500000178813934,N
2458902.041666666500000,,0.04100000113248825,N
2458902.000000000000000,,0.03700000047683716,N
2458901.958333333000000,,0.03799999877810478,N
2458901.916666666500000,,0.03999999910593033,N
2458901.875000000000000,,0.03999999910593033,N
2458903.833333333000000,,0.04800000041723251,N
2458903.791666666500000,,0.04399999976158142,N
2458903.750000000000000,,0.041999999433755875,N
2458903.708333333000000,,0.039000000804662704,N
2458903.666666666500000,,0.035999998450279236,N
2458903.625000000000000,,0.04100000113248825,N
2458903.583333333000000,,0.0430000014603138,N
2458903.541666666500000,,0.041999999433755875,N
2458903.500000000000000,,0.0430000014603138,N
2458903.458333333000000,,0.0430000014603138,N
2458903.416666666500000,,0.041999999433755875,N
2458903.375000000000000,,0.03999999910593033,N
2458903.333333333000000,,0.03799999877810478,N
2458903.291666666500000,,0.039000000804662704,N
2458903.250000000000000,,0.04100000113248825,N
2458903.208333333000000,,0.0430000014603138,N
2458903.166666666500000,,0.041999999433755875,N
2458903.125000000000000,,0.03999999910593033,N
2458903.083333333000000,,0.039000000804662704,N
2458903.041666666500000,,0.03799999877810478,N
2458903.000000000000000,,0.03799999877810478,N
2458902.958333333000000,,0.04100000113248825,N
2458902.916666666500000,,0.04100000113248825,N
2458902.875000000000000,,0.04100000113248825,N
2458904.833333333000000,,0.03799999877810478,N
2458904.791666666500000,,0.03999999910593033,N
2458904.750000000000000,,0.039000000804662704,N
2458904.708333333000000,,0.03500000014901161,N
2458904.666666666500000,,0.02800000086426735,N
2458904.625000000000000,,0.02800000086426735,N
2458904.583333333000000,,0.03099999949336052,N
2458904.541666666500000,,0.03200000151991844,N
2458904.500000000000000,,0.032999999821186066,N
2458904.458333333000000,,0.032999999821186066,N
2458904.416666666500000,,0.03400000184774399,N
